grupo_ic,area_mean,area_std,area_cv,area_q10,area_q50,area_q90,area_skew,perimeter_mean,perimeter_std,perimeter_cv,perimeter_q10,perimeter_q50,perimeter_q90,perimeter_skew,shape_mean,shape_std,shape_q10,shape_q50,shape_q90,elongation_mean,elongation_std,elongation_q10,elongation_q50,elongation_q90,neighbors_mean,neighbors_std,center_x_std,center_y_std,xy_corr,frac_neighbors_4,frac_neighbors_5,frac_neighbors_6,frac_neighbors_7,frac_neighbors_8
I_perfect,-0.2367864708391344,-0.21074407128207612,-0.1398789180297563,-0.07272839937697388,-0.04840323366229125,-0.08341337657321718,0.23953006613008662,-0.2081432569868088,-0.17678041470600386,-0.15046568179899522,-0.04530876674150562,-0.01266199726257154,-0.12708626810875392,0.19128946525058685,0.05697327545039511,-0.17976760827548216,0.2572493596011125,0.1349672539704989,-0.009112134630230721,0.24499463099870356,0.051389608526035045,0.25835474933747793,0.2561655966861375,0.12832857883557558,0.08715238161779276,-0.26614315933853505,0.04794210208927638,0.06773452483475437,0.02286642077501959,-0.1943171608756146,-0.19258015497552852,0.2856417226941054,-0.07287936700793013,-0.10487829526144739
I_2000,-0.1748101882100335,-0.21524315265253346,-0.18379318690440402,0.20636975028003263,0.12592330845700828,-0.12039627595368166,0.21214141638894857,-0.12976752777439102,-0.26446557609463023,-0.2758142805056792,0.1610159031628316,0.08922595793549029,-0.10835548518094609,0.2611549278486428,0.20357654057535832,0.24929652625953397,0.1387102901321118,-0.12893176263113043,0.11361482735565166,0.11243507878284857,0.2609626541531103,0.07911397254486308,0.041111765241108864,-0.022919565375615864,-0.1851988109376966,-0.06660136515763265,-0.07868514179033598,-0.05274024587683919,0.3391336697747333,-0.061612758326414434,0.1043142506117495,-0.03649167382435765,0.015253821001660485,-0.023306287835877307
I_1000_1,0.5358571888277093,0.6270288464487799,0.5258276026426152,-0.14919186797845424,-0.02548905143392171,0.4384701689763015,-0.47122432731947067,0.4631450553823395,0.630346336466045,0.6125701165185335,-0.2551176756641624,-0.027045590548567935,0.43954777447340215,-0.441346789783108,-0.04714460857247744,0.060017215636184215,-0.37084930748332984,0.020153351957731738,0.09341263865917826,-0.14518627930731204,-0.12572591481583656,-0.17298572184745747,-0.07967930842922348,0.05075932083065545,0.06536428621335073,0.29729507151269857,0.1228582811194727,0.38899936647707617,-0.188291393908593,0.18483827497924293,0.10431425061174973,-0.18245836912178628,-0.032202511003503666,0.11653143917938569
I_1000_2,-0.12426052977851053,-0.20104162251416693,-0.20215549770843727,0.015550517075383054,-0.05203102336081289,-0.23466051644941766,0.01955284480043213,-0.12523427062112785,-0.18910034566541079,-0.18629015421384665,0.13941053924286523,-0.04951837012440013,-0.2041060211836981,-0.011097603316121366,-0.2134052074535698,-0.12954613362024076,-0.025110342249815933,-0.026188843297348482,-0.19791533138464099,-0.2122434304742564,-0.18662634786330648,-0.16448300003490454,-0.21759805349800523,-0.15616833429062887,0.03268214310669908,0.035449452983475196,-0.09211524141842267,-0.40399364543496835,-0.17370869664115982,0.07109164422278565,-0.016048346247957864,-0.06669167974796354,0.08982805700977567,0.011653143917938435
