196 1
0 1 6 1.0000000000 0 11.1673000000 5.3728500000 -1 -1 -1 -1 -1 -1 11.4775000000 5.9101300000 11.7877000000 5.3728500000 11.4775000000 4.8355600000 10.8571000000 4.8355600000 10.5469000000 5.3728500000 10.8571000000 5.9101300000
1 1 6 1.0000000000 0 8.3754400000 5.9101300000 -1 -1 -1 -1 -1 -1 8.6856500000 6.4474200000 8.9958500000 5.9101300000 8.6856500000 5.3728500000 8.0652400000 5.3728500000 7.7550400000 5.9101300000 8.0652400000 6.4474200000
2 1 6 1.0000000000 0 10.2367000000 5.9101300000 -1 -1 -1 -1 -1 -1 10.5469000000 6.4474200000 10.8571000000 5.9101300000 10.5469000000 5.3728500000 9.9264500000 5.3728500000 9.6162500000 5.9101300000 9.9264500000 6.4474200000
3 1 6 1.0000000000 0 12.0979000000 5.9101300000 -1 -1 -1 -1 -1 -1 12.4081000000 6.4474200000 12.7183000000 5.9101300000 12.4081000000 5.3728500000 11.7877000000 5.3728500000 11.4775000000 5.9101300000 11.7877000000 6.4474200000
4 1 6 1.0000000000 0 13.9591000000 5.9101300000 -1 -1 -1 -1 -1 -1 14.2693000000 6.4474200000 14.5795000000 5.9101300000 14.2693000000 5.3728500000 13.6489000000 5.3728500000 13.3387000000 5.9101300000 13.6489000000 6.4474200000
5 1 6 1.0000000000 0 7.4448400000 6.4474200000 -1 -1 -1 -1 -1 -1 7.7550400000 6.9847000000 8.0652400000 6.4474200000 7.7550400000 5.9101300000 7.1346400000 5.9101300000 6.8244400000 6.4474200000 7.1346400000 6.9847000000
6 1 6 1.0000000000 0 9.3060500000 6.4474200000 -1 -1 -1 -1 -1 -1 9.6162500000 6.9847000000 9.9264500000 6.4474200000 9.6162500000 5.9101300000 8.9958500000 5.9101300000 8.6856500000 6.4474200000 8.9958500000 6.9847000000
7 1 6 1.0000000000 0 11.1673000000 6.4474200000 -1 -1 -1 -1 -1 -1 11.4775000000 6.9847000000 11.7877000000 6.4474200000 11.4775000000 5.9101300000 10.8571000000 5.9101300000 10.5469000000 6.4474200000 10.8571000000 6.9847000000
8 1 6 1.0000000000 0 13.0285000000 6.4474200000 -1 -1 -1 -1 -1 -1 13.3387000000 6.9847000000 13.6489000000 6.4474200000 13.3387000000 5.9101300000 12.7183000000 5.9101300000 12.4081000000 6.4474200000 12.7183000000 6.9847000000
9 1 6 1.0000000000 0 14.8897000000 6.4474200000 -1 -1 -1 -1 -1 -1 15.1999000000 6.9847000000 15.5101000000 6.4474200000 15.1999000000 5.9101300000 14.5795000000 5.9101300000 14.2693000000 6.4474200000 14.5795000000 6.9847000000
10 1 6 1.0000000000 0 6.5142300000 6.9847000000 -1 -1 -1 -1 -1 -1 6.8244400000 7.5219900000 7.1346400000 6.9847000000 6.8244400000 6.4474200000 6.2040300000 6.4474200000 5.8938300000 6.9847000000 6.2040300000 7.5219900000
11 1 6 1.0000000000 0 8.3754400000 6.9847000000 -1 -1 -1 -1 -1 -1 8.6856500000 7.5219900000 8.9958500000 6.9847000000 8.6856500000 6.4474200000 8.0652400000 6.4474200000 7.7550400000 6.9847000000 8.0652400000 7.5219900000
12 1 6 1.0000000000 0 10.2367000000 6.9847000000 -1 -1 -1 -1 -1 -1 10.5469000000 7.5219900000 10.8571000000 6.9847000000 10.5469000000 6.4474200000 9.9264500000 6.4474200000 9.6162500000 6.9847000000 9.9264500000 7.5219900000
13 1 6 1.0000000000 0 12.0979000000 6.9847000000 -1 -1 -1 -1 -1 -1 12.4081000000 7.5219900000 12.7183000000 6.9847000000 12.4081000000 6.4474200000 11.7877000000 6.4474200000 11.4775000000 6.9847000000 11.7877000000 7.5219900000
14 1 6 1.0000000000 0 13.9591000000 6.9847000000 -1 -1 -1 -1 -1 -1 14.2693000000 7.5219900000 14.5795000000 6.9847000000 14.2693000000 6.4474200000 13.6489000000 6.4474200000 13.3387000000 6.9847000000 13.6489000000 7.5219900000
15 1 6 1.0000000000 0 15.8203000000 6.9847000000 -1 -1 -1 -1 -1 -1 16.1305000000 7.5219900000 16.4407000000 6.9847000000 16.1305000000 6.4474200000 15.5101000000 6.4474200000 15.1999000000 6.9847000000 15.5101000000 7.5219900000
16 1 6 1.0000000000 0 7.4448400000 7.5219900000 -1 -1 -1 -1 -1 -1 7.7550400000 8.0592700000 8.0652400000 7.5219900000 7.7550400000 6.9847000000 7.1346400000 6.9847000000 6.8244400000 7.5219900000 7.1346400000 8.0592700000
17 1 6 1.0000000000 0 9.3060500000 7.5219900000 -1 -1 -1 -1 -1 -1 9.6162500000 8.0592700000 9.9264500000 7.5219900000 9.6162500000 6.9847000000 8.9958500000 6.9847000000 8.6856500000 7.5219900000 8.9958500000 8.0592700000
18 1 6 1.0000000000 0 11.1673000000 7.5219900000 -1 -1 -1 -1 -1 -1 11.4775000000 8.0592700000 11.7877000000 7.5219900000 11.4775000000 6.9847000000 10.8571000000 6.9847000000 10.5469000000 7.5219900000 10.8571000000 8.0592700000
19 1 6 1.0000000000 0 13.0285000000 7.5219900000 -1 -1 -1 -1 -1 -1 13.3387000000 8.0592700000 13.6489000000 7.5219900000 13.3387000000 6.9847000000 12.7183000000 6.9847000000 12.4081000000 7.5219900000 12.7183000000 8.0592700000
20 1 6 1.0000000000 0 14.8897000000 7.5219900000 -1 -1 -1 -1 -1 -1 15.1999000000 8.0592700000 15.5101000000 7.5219900000 15.1999000000 6.9847000000 14.5795000000 6.9847000000 14.2693000000 7.5219900000 14.5795000000 8.0592700000
21 1 6 1.0000000000 0 6.5142300000 8.0592700000 -1 -1 -1 -1 -1 -1 6.8244400000 8.5965600000 7.1346400000 8.0592700000 6.8244400000 7.5219900000 6.2040300000 7.5219900000 5.8938300000 8.0592700000 6.2040300000 8.5965600000
22 1 6 1.0000000000 0 8.3754400000 8.0592700000 -1 -1 -1 -1 -1 -1 8.6856500000 8.5965600000 8.9958500000 8.0592700000 8.6856500000 7.5219900000 8.0652400000 7.5219900000 7.7550400000 8.0592700000 8.0652400000 8.5965600000
23 1 6 1.0000000000 0 10.2367000000 8.0592700000 -1 -1 -1 -1 -1 -1 10.5469000000 8.5965600000 10.8571000000 8.0592700000 10.5469000000 7.5219900000 9.9264500000 7.5219900000 9.6162500000 8.0592700000 9.9264500000 8.5965600000
24 1 6 1.0000000000 0 12.0979000000 8.0592700000 -1 -1 -1 -1 -1 -1 12.4081000000 8.5965600000 12.7183000000 8.0592700000 12.4081000000 7.5219900000 11.7877000000 7.5219900000 11.4775000000 8.0592700000 11.7877000000 8.5965600000
25 1 6 1.0000000000 0 13.9591000000 8.0592700000 -1 -1 -1 -1 -1 -1 14.2693000000 8.5965600000 14.5795000000 8.0592700000 14.2693000000 7.5219900000 13.6489000000 7.5219900000 13.3387000000 8.0592700000 13.6489000000 8.5965600000
26 1 6 1.0000000000 0 15.8203000000 8.0592700000 -1 -1 -1 -1 -1 -1 16.1305000000 8.5965600000 16.4407000000 8.0592700000 16.1305000000 7.5219900000 15.5101000000 7.5219900000 15.1999000000 8.0592700000 15.5101000000 8.5965600000
