lambda_cc,gamma,grupo,sim_id_1,replica_1,sim_id_2,replica_2,distancia
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_004__20260531_144723_619755,4,sim__lam_m0p1__gam_0p05__rep_026__20260531_145354_456523,26,3.3224392928958926
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_004__20260531_144723_619755,4,sim__lam_m0p1__gam_0p05__rep_027__20260531_145412_810755,27,5.268184392809707
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_004__20260531_144723_619755,4,sim__lam_m0p1__gam_0p05__rep_028__20260531_145432_912342,28,5.04942366556984
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_004__20260531_144723_619755,4,sim__lam_m0p1__gam_0p05__rep_029__20260531_145450_437071,29,3.1379495031559794
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_005__20260531_144742_630012,5,sim__lam_m0p1__gam_0p05__rep_006__20260531_144759_347165,6,2.5963290733333166
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_005__20260531_144742_630012,5,sim__lam_m0p1__gam_0p05__rep_007__20260531_144816_857544,7,4.40361610565303
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_005__20260531_144742_630012,5,sim__lam_m0p1__gam_0p05__rep_008__20260531_144834_260335,8,4.078070624367348
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_005__20260531_144742_630012,5,sim__lam_m0p1__gam_0p05__rep_009__20260531_144852_347254,9,3.5629750892575376
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_005__20260531_144742_630012,5,sim__lam_m0p1__gam_0p05__rep_010__20260531_144910_748000,10,4.04134767890724
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_005__20260531_144742_630012,5,sim__lam_m0p1__gam_0p05__rep_011__20260531_144927_671483,11,3.5198111525338165
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_005__20260531_144742_630012,5,sim__lam_m0p1__gam_0p05__rep_012__20260531_144945_118836,12,3.4091987504412815
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_005__20260531_144742_630012,5,sim__lam_m0p1__gam_0p05__rep_013__20260531_145001_922942,13,3.034809367608962
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_005__20260531_144742_630012,5,sim__lam_m0p1__gam_0p05__rep_014__20260531_145019_145130,14,3.6849675057169566
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_005__20260531_144742_630012,5,sim__lam_m0p1__gam_0p05__rep_015__20260531_145038_265413,15,2.5387682220561354
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_005__20260531_144742_630012,5,sim__lam_m0p1__gam_0p05__rep_016__20260531_145055_072948,16,4.954104503709735
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_005__20260531_144742_630012,5,sim__lam_m0p1__gam_0p05__rep_017__20260531_145114_197032,17,3.5130358243156685
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_005__20260531_144742_630012,5,sim__lam_m0p1__gam_0p05__rep_018__20260531_145131_320616,18,3.297287495022194
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_005__20260531_144742_630012,5,sim__lam_m0p1__gam_0p05__rep_019__20260531_145150_622440,19,4.832300813594778
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_005__20260531_144742_630012,5,sim__lam_m0p1__gam_0p05__rep_020__20260531_145207_946953,20,4.753386951043649
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_005__20260531_144742_630012,5,sim__lam_m0p1__gam_0p05__rep_021__20260531_145224_614055,21,4.262804435545906
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_005__20260531_144742_630012,5,sim__lam_m0p1__gam_0p05__rep_022__20260531_145241_561233,22,2.4873276875098953
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_005__20260531_144742_630012,5,sim__lam_m0p1__gam_0p05__rep_023__20260531_145300_862862,23,4.2244826920523275
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_005__20260531_144742_630012,5,sim__lam_m0p1__gam_0p05__rep_024__20260531_145318_966234,24,3.905237196630308
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_005__20260531_144742_630012,5,sim__lam_m0p1__gam_0p05__rep_025__20260531_145337_457552,25,6.128956775160635
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_005__20260531_144742_630012,5,sim__lam_m0p1__gam_0p05__rep_026__20260531_145354_456523,26,3.165046304082533
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_005__20260531_144742_630012,5,sim__lam_m0p1__gam_0p05__rep_027__20260531_145412_810755,27,4.954104503709735
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_005__20260531_144742_630012,5,sim__lam_m0p1__gam_0p05__rep_028__20260531_145432_912342,28,5.3943001151456995
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_005__20260531_144742_630012,5,sim__lam_m0p1__gam_0p05__rep_029__20260531_145450_437071,29,3.166151578352447
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_006__20260531_144759_347165,6,sim__lam_m0p1__gam_0p05__rep_007__20260531_144816_857544,7,3.991150647460093
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_006__20260531_144759_347165,6,sim__lam_m0p1__gam_0p05__rep_008__20260531_144834_260335,8,3.098360030336867
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_006__20260531_144759_347165,6,sim__lam_m0p1__gam_0p05__rep_009__20260531_144852_347254,9,3.605937186725066
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_006__20260531_144759_347165,6,sim__lam_m0p1__gam_0p05__rep_010__20260531_144910_748000,10,4.277852498556778
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_006__20260531_144759_347165,6,sim__lam_m0p1__gam_0p05__rep_011__20260531_144927_671483,11,3.397821311266304
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_006__20260531_144759_347165,6,sim__lam_m0p1__gam_0p05__rep_012__20260531_144945_118836,12,3.2064966998994624
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_006__20260531_144759_347165,6,sim__lam_m0p1__gam_0p05__rep_013__20260531_145001_922942,13,2.804218839174151
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_006__20260531_144759_347165,6,sim__lam_m0p1__gam_0p05__rep_014__20260531_145019_145130,14,3.04865121074537
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_006__20260531_144759_347165,6,sim__lam_m0p1__gam_0p05__rep_015__20260531_145038_265413,15,2.6216952027051614
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_006__20260531_144759_347165,6,sim__lam_m0p1__gam_0p05__rep_016__20260531_145055_072948,16,4.760129168237899
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_006__20260531_144759_347165,6,sim__lam_m0p1__gam_0p05__rep_017__20260531_145114_197032,17,2.188936800785149
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_006__20260531_144759_347165,6,sim__lam_m0p1__gam_0p05__rep_018__20260531_145131_320616,18,3.389378189234077
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_006__20260531_144759_347165,6,sim__lam_m0p1__gam_0p05__rep_019__20260531_145150_622440,19,4.326254359977033
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_006__20260531_144759_347165,6,sim__lam_m0p1__gam_0p05__rep_020__20260531_145207_946953,20,4.24890532996343
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_006__20260531_144759_347165,6,sim__lam_m0p1__gam_0p05__rep_021__20260531_145224_614055,21,2.7818669789328045
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_006__20260531_144759_347165,6,sim__lam_m0p1__gam_0p05__rep_022__20260531_145241_561233,22,2.649873071114642
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_006__20260531_144759_347165,6,sim__lam_m0p1__gam_0p05__rep_023__20260531_145300_862862,23,4.532896093217784
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_006__20260531_144759_347165,6,sim__lam_m0p1__gam_0p05__rep_024__20260531_145318_966234,24,4.6798419432633835
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_006__20260531_144759_347165,6,sim__lam_m0p1__gam_0p05__rep_025__20260531_145337_457552,25,5.318382311348298
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_006__20260531_144759_347165,6,sim__lam_m0p1__gam_0p05__rep_026__20260531_145354_456523,26,3.0833145360955245
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_006__20260531_144759_347165,6,sim__lam_m0p1__gam_0p05__rep_027__20260531_145412_810755,27,4.760129168237899
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_006__20260531_144759_347165,6,sim__lam_m0p1__gam_0p05__rep_028__20260531_145432_912342,28,5.180773934570046
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_006__20260531_144759_347165,6,sim__lam_m0p1__gam_0p05__rep_029__20260531_145450_437071,29,3.1133319286918666
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_007__20260531_144816_857544,7,sim__lam_m0p1__gam_0p05__rep_008__20260531_144834_260335,8,3.5813959437387606
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_007__20260531_144816_857544,7,sim__lam_m0p1__gam_0p05__rep_009__20260531_144852_347254,9,3.934291110949656
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_007__20260531_144816_857544,7,sim__lam_m0p1__gam_0p05__rep_010__20260531_144910_748000,10,4.317489031488764
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_007__20260531_144816_857544,7,sim__lam_m0p1__gam_0p05__rep_011__20260531_144927_671483,11,5.410130087997261
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_007__20260531_144816_857544,7,sim__lam_m0p1__gam_0p05__rep_012__20260531_144945_118836,12,4.909944290373694
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_007__20260531_144816_857544,7,sim__lam_m0p1__gam_0p05__rep_013__20260531_145001_922942,13,4.844414699380199
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_007__20260531_144816_857544,7,sim__lam_m0p1__gam_0p05__rep_014__20260531_145019_145130,14,3.418458306386105
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_007__20260531_144816_857544,7,sim__lam_m0p1__gam_0p05__rep_015__20260531_145038_265413,15,3.2576393548967744
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_007__20260531_144816_857544,7,sim__lam_m0p1__gam_0p05__rep_016__20260531_145055_072948,16,4.1217492137669955
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_007__20260531_144816_857544,7,sim__lam_m0p1__gam_0p05__rep_017__20260531_145114_197032,17,4.595188431212805
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_007__20260531_144816_857544,7,sim__lam_m0p1__gam_0p05__rep_018__20260531_145131_320616,18,3.0225328747338365
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_007__20260531_144816_857544,7,sim__lam_m0p1__gam_0p05__rep_019__20260531_145150_622440,19,3.4931119085595106
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_007__20260531_144816_857544,7,sim__lam_m0p1__gam_0p05__rep_020__20260531_145207_946953,20,3.998463134677095
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_007__20260531_144816_857544,7,sim__lam_m0p1__gam_0p05__rep_021__20260531_145224_614055,21,4.437347111486536
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_007__20260531_144816_857544,7,sim__lam_m0p1__gam_0p05__rep_022__20260531_145241_561233,22,4.096195344384973
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_007__20260531_144816_857544,7,sim__lam_m0p1__gam_0p05__rep_023__20260531_145300_862862,23,3.33470617215772
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_007__20260531_144816_857544,7,sim__lam_m0p1__gam_0p05__rep_024__20260531_145318_966234,24,4.529366705294886
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_007__20260531_144816_857544,7,sim__lam_m0p1__gam_0p05__rep_025__20260531_145337_457552,25,3.33497327502606
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_007__20260531_144816_857544,7,sim__lam_m0p1__gam_0p05__rep_026__20260531_145354_456523,26,5.471307659307447
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_007__20260531_144816_857544,7,sim__lam_m0p1__gam_0p05__rep_027__20260531_145412_810755,27,4.1217492137669955
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_007__20260531_144816_857544,7,sim__lam_m0p1__gam_0p05__rep_028__20260531_145432_912342,28,3.3776755028321452
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_007__20260531_144816_857544,7,sim__lam_m0p1__gam_0p05__rep_029__20260531_145450_437071,29,3.4568505110667838
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_008__20260531_144834_260335,8,sim__lam_m0p1__gam_0p05__rep_009__20260531_144852_347254,9,3.0684055122078875
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_008__20260531_144834_260335,8,sim__lam_m0p1__gam_0p05__rep_010__20260531_144910_748000,10,2.9786789665013527
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_008__20260531_144834_260335,8,sim__lam_m0p1__gam_0p05__rep_011__20260531_144927_671483,11,4.040869664730977
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_008__20260531_144834_260335,8,sim__lam_m0p1__gam_0p05__rep_012__20260531_144945_118836,12,3.785265038590831
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_008__20260531_144834_260335,8,sim__lam_m0p1__gam_0p05__rep_013__20260531_145001_922942,13,4.034137322801005
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_008__20260531_144834_260335,8,sim__lam_m0p1__gam_0p05__rep_014__20260531_145019_145130,14,2.6988464021914194
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_008__20260531_144834_260335,8,sim__lam_m0p1__gam_0p05__rep_015__20260531_145038_265413,15,3.5592412544289136
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_008__20260531_144834_260335,8,sim__lam_m0p1__gam_0p05__rep_016__20260531_145055_072948,16,4.1799910005909
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_008__20260531_144834_260335,8,sim__lam_m0p1__gam_0p05__rep_017__20260531_145114_197032,17,2.8827835323306172
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_008__20260531_144834_260335,8,sim__lam_m0p1__gam_0p05__rep_018__20260531_145131_320616,18,3.666406525090262
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_008__20260531_144834_260335,8,sim__lam_m0p1__gam_0p05__rep_019__20260531_145150_622440,19,3.905464340257733
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_008__20260531_144834_260335,8,sim__lam_m0p1__gam_0p05__rep_020__20260531_145207_946953,20,3.2722195399060587
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_008__20260531_144834_260335,8,sim__lam_m0p1__gam_0p05__rep_021__20260531_145224_614055,21,2.803635907827494
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_008__20260531_144834_260335,8,sim__lam_m0p1__gam_0p05__rep_022__20260531_145241_561233,22,4.38319383193298
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_008__20260531_144834_260335,8,sim__lam_m0p1__gam_0p05__rep_023__20260531_145300_862862,23,4.623653647102311
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_008__20260531_144834_260335,8,sim__lam_m0p1__gam_0p05__rep_024__20260531_145318_966234,24,5.31746325219724
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_008__20260531_144834_260335,8,sim__lam_m0p1__gam_0p05__rep_025__20260531_145337_457552,25,3.930457801461733
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_008__20260531_144834_260335,8,sim__lam_m0p1__gam_0p05__rep_026__20260531_145354_456523,26,4.019407318049976
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_008__20260531_144834_260335,8,sim__lam_m0p1__gam_0p05__rep_027__20260531_145412_810755,27,4.1799910005909
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_008__20260531_144834_260335,8,sim__lam_m0p1__gam_0p05__rep_028__20260531_145432_912342,28,4.466472268873478
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_008__20260531_144834_260335,8,sim__lam_m0p1__gam_0p05__rep_029__20260531_145450_437071,29,2.454405261561128
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_009__20260531_144852_347254,9,sim__lam_m0p1__gam_0p05__rep_010__20260531_144910_748000,10,3.250857740564373
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_009__20260531_144852_347254,9,sim__lam_m0p1__gam_0p05__rep_011__20260531_144927_671483,11,4.812534820474778
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_009__20260531_144852_347254,9,sim__lam_m0p1__gam_0p05__rep_012__20260531_144945_118836,12,3.896909092733098
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_009__20260531_144852_347254,9,sim__lam_m0p1__gam_0p05__rep_013__20260531_145001_922942,13,3.4759244401276033
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_009__20260531_144852_347254,9,sim__lam_m0p1__gam_0p05__rep_014__20260531_145019_145130,14,3.383017440715607
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_009__20260531_144852_347254,9,sim__lam_m0p1__gam_0p05__rep_015__20260531_145038_265413,15,3.7799424348571957
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_009__20260531_144852_347254,9,sim__lam_m0p1__gam_0p05__rep_016__20260531_145055_072948,16,5.083413912461678
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_009__20260531_144852_347254,9,sim__lam_m0p1__gam_0p05__rep_017__20260531_145114_197032,17,4.03283305597985
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_009__20260531_144852_347254,9,sim__lam_m0p1__gam_0p05__rep_018__20260531_145131_320616,18,3.0949189174519534
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_009__20260531_144852_347254,9,sim__lam_m0p1__gam_0p05__rep_019__20260531_145150_622440,19,5.311280309113201
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_009__20260531_144852_347254,9,sim__lam_m0p1__gam_0p05__rep_020__20260531_145207_946953,20,4.0199553930378125
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_009__20260531_144852_347254,9,sim__lam_m0p1__gam_0p05__rep_021__20260531_145224_614055,21,3.460264491299462
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_009__20260531_144852_347254,9,sim__lam_m0p1__gam_0p05__rep_022__20260531_145241_561233,22,4.243928788556612
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_009__20260531_144852_347254,9,sim__lam_m0p1__gam_0p05__rep_023__20260531_145300_862862,23,5.416277184950817
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_009__20260531_144852_347254,9,sim__lam_m0p1__gam_0p05__rep_024__20260531_145318_966234,24,4.786311570822473
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_009__20260531_144852_347254,9,sim__lam_m0p1__gam_0p05__rep_025__20260531_145337_457552,25,5.028102798438262
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_009__20260531_144852_347254,9,sim__lam_m0p1__gam_0p05__rep_026__20260531_145354_456523,26,3.5315797217747145
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_009__20260531_144852_347254,9,sim__lam_m0p1__gam_0p05__rep_027__20260531_145412_810755,27,5.083413912461678
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_009__20260531_144852_347254,9,sim__lam_m0p1__gam_0p05__rep_028__20260531_145432_912342,28,4.6433782725061565
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_009__20260531_144852_347254,9,sim__lam_m0p1__gam_0p05__rep_029__20260531_145450_437071,29,3.055042234657521
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_010__20260531_144910_748000,10,sim__lam_m0p1__gam_0p05__rep_011__20260531_144927_671483,11,5.007802905496254
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_010__20260531_144910_748000,10,sim__lam_m0p1__gam_0p05__rep_012__20260531_144945_118836,12,4.257029722618955
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_010__20260531_144910_748000,10,sim__lam_m0p1__gam_0p05__rep_013__20260531_145001_922942,13,4.0294165887078295
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_010__20260531_144910_748000,10,sim__lam_m0p1__gam_0p05__rep_014__20260531_145019_145130,14,3.3389567944676593
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_010__20260531_144910_748000,10,sim__lam_m0p1__gam_0p05__rep_015__20260531_145038_265413,15,4.245629577924216
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_010__20260531_144910_748000,10,sim__lam_m0p1__gam_0p05__rep_016__20260531_145055_072948,16,3.6646359389432344
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_010__20260531_144910_748000,10,sim__lam_m0p1__gam_0p05__rep_017__20260531_145114_197032,17,4.342909351771037
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_010__20260531_144910_748000,10,sim__lam_m0p1__gam_0p05__rep_018__20260531_145131_320616,18,4.817695053582041
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_010__20260531_144910_748000,10,sim__lam_m0p1__gam_0p05__rep_019__20260531_145150_622440,19,5.318292784178438
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_010__20260531_144910_748000,10,sim__lam_m0p1__gam_0p05__rep_020__20260531_145207_946953,20,3.7713291669604034
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_010__20260531_144910_748000,10,sim__lam_m0p1__gam_0p05__rep_021__20260531_145224_614055,21,4.467001450747559
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_010__20260531_144910_748000,10,sim__lam_m0p1__gam_0p05__rep_022__20260531_145241_561233,22,4.057103097616802
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_010__20260531_144910_748000,10,sim__lam_m0p1__gam_0p05__rep_023__20260531_145300_862862,23,5.299004169605085
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_010__20260531_144910_748000,10,sim__lam_m0p1__gam_0p05__rep_024__20260531_145318_966234,24,5.379611375721032
-0.1,0.05,"lambda=-0.1, gamma=0.05",sim__lam_m0p1__gam_0p05__rep_010__20260531_144910_748000,10,sim__lam_m0p1__gam_0p05__rep_025__20260531_145337_457552,25,5.599941735674497
