sim_id,replica,init_id,grupo,lambda_cc,gamma,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
sim__lam_0__gam_0p05__rep_012__20260531_150656_323675,12,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,2.2415865060306452,0.8223073474326819,-1.2086608592209849,-0.8044749871544826,-0.16991158772057105,-0.1730670282842507,1.255391288635651,-0.16216131405350095,-0.5006968064206294,-0.5851033220575944
sim__lam_0__gam_0p05__rep_013__20260531_150712_997684,13,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,3.3406951407632266,0.21498406201718614,-0.7930810225679036,-0.6057405692249151,-0.5491875650929468,-1.9727645094859945,0.56502680484235,0.593487548227037,-0.7402356295923949,-0.4402099474640412
sim__lam_0__gam_0p05__rep_014__20260531_150730_777555,14,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,3.230318320122704,1.6179185710202448,-1.0687463182797259,0.5736718774458179,-0.6719329380622272,0.3047527953386305,-1.0167655967732934,-0.2211363748071424,-0.16112518918907862,-0.7711039124324498
sim__lam_0__gam_0p05__rep_015__20260531_150748_716829,15,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,4.5993437831068515,3.9478311667740584,-2.2583498880332606,1.4757429183588144,2.6770772607744386,0.38333582465919236,-1.0668591317428089,-0.67409296967233,0.2169490826833687,0.13314579216706346
sim__lam_0__gam_0p05__rep_016__20260531_150805_522378,16,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,2.2415865060306452,0.8223073474326819,-1.2086608592209849,-0.8044749871544826,-0.16991158772057105,-0.1730670282842507,1.255391288635651,-0.16216131405350095,-0.5006968064206294,-0.5851033220575944
sim__lam_0__gam_0p05__rep_017__20260531_150825_666859,17,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,2.5775179760283273,-0.33316636704214314,-0.45854274511546284,-0.10040929357735563,-0.01695771744057306,-1.2652532405366064,0.527016918134126,0.4395783616546466,-0.07985706155237522,0.361165983598154
sim__lam_0__gam_0p05__rep_018__20260531_150843_637511,18,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,2.5775179760283273,-0.33316636704214314,-0.45854274511546284,-0.10040929357735563,-0.01695771744057306,-1.2652532405366064,0.527016918134126,0.4395783616546466,-0.07985706155237522,0.361165983598154
sim__lam_0__gam_0p05__rep_019__20260531_150900_754229,19,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,4.773847435021265,2.7305625269678164,-1.2956791789740354,-2.543775533304762,0.8240916718622205,1.0998716134048658,0.4095218540089643,0.10810739091397743,0.3549572122561852,-0.6677216168377277
sim__lam_0__gam_0p05__rep_020__20260531_150921_024793,20,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,1.8582441208050005,0.827849819816848,-1.4347959227282334,0.9438133381763789,0.17458809849722196,-0.6681326652056263,-0.9755033391750523,-0.7310021556277012,-0.10336620612817456,-0.3011492792742516
sim__lam_0__gam_0p05__rep_021__20260531_150938_856419,21,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,2.4455791183741367,0.2612607749887507,1.3714031145936352,-1.2579487393032958,0.021312239129729255,-0.9021594315201208,-1.2646207736873232,-1.0738505195775254,0.08821361737777143,0.3322786706605453
sim__lam_0__gam_0p05__rep_022__20260531_150956_664789,22,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,3.4545151329965953,2.2707027151478116,2.311362783077498,-0.8901982037698483,1.9561333647667083,-1.0257556972923845,0.4102955009558932,-0.25022198710648336,-0.76129434012084,-0.5509418046266926
sim__lam_0__gam_0p05__rep_023__20260531_151015_299709,23,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,4.616173014028095,2.526680362130469,1.684966114006942,-1.2320446047800313,0.4172893422791043,-0.8975665578522161,-0.8597421566570649,0.8815927860199371,-0.4930903016604856,0.29220611772469124
sim__lam_0__gam_0p05__rep_024__20260531_151033_297914,24,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,2.9308953728052756,0.011149705231683862,-3.1456212031058866,-0.7787003889372934,-1.8779668894191912,-1.8500255043557656,0.16715320046493523,0.5500360336447587,0.13529953402937112,0.8178221065228913
sim__lam_0__gam_0p05__rep_025__20260531_151051_283259,25,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,2.178792501848365,-0.3515198327627774,-0.0863675880600706,0.3247366645407207,-0.8700442370934759,-0.8386378855309486,0.38029283008839726,-0.8956300800589271,0.8908134176553928,0.212199628131324
sim__lam_0__gam_0p05__rep_026__20260531_151107_133707,26,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,2.861515192060664,0.16865005595566385,1.8897491127619273,0.21768262105376962,-0.2150667032344112,-0.9128301685945297,-0.42362969839372083,0.019084314110966068,0.609704389119085,-0.20693853722272157
sim__lam_0__gam_0p05__rep_027__20260531_151125_571579,27,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,1.608973279868925,-0.37194399928102184,-0.3449977952045679,-1.0409696278383191,-1.09294961153887,0.6391259217534495,0.4041788785783015,-0.7796456603058625,-0.07793235993812204,-0.13345938758287645
sim__lam_0__gam_0p05__rep_028__20260531_151142_331885,28,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,3.500963642895141,-0.7679432704743071,0.9783402862561672,0.370233827898814,-0.957464714383362,0.07795994091155732,-0.13896347892509148,0.4161978548150044,0.9861636345745322,-0.12597049789539458
sim__lam_0__gam_0p05__rep_029__20260531_151159_421063,29,hexagonal_2000_1.dat,"lambda=0, gamma=0.05",0.0,0.05,3.0118938033195803,1.476441086686169,0.2615090882922004,0.8177749563942782,1.2034332071933418,-2.2883658504839586,0.5282025226249678,-0.761465415082521,-0.6613892083899852,-0.20664632819967577
sim__lam_0__gam_0p08__rep_000__20260531_151217_622798,0,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-6.375020639772025,1.1176083174595464,-0.9599477978030551,-1.1217780461575964,-1.1360972619629748,-1.2659476768642282,-0.37943105467333765,-0.485959698779847,-0.07125107920914804,0.06013326148751346
sim__lam_0__gam_0p08__rep_001__20260531_151228_841532,1,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-8.527072699844096,-0.9422682257882504,0.9233545013457417,-0.06554464685924076,0.597803005724949,0.5571860662316503,0.3299656195747193,0.2737629531618909,0.11027224254374518,-0.184153800602677
sim__lam_0__gam_0p08__rep_002__20260531_151240_449831,2,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-7.750205995259668,0.23978787029771662,0.38493014041605966,0.5445003283614307,0.30626104169044505,-0.1847111417156546,-0.4995566318717204,-0.22022556052184628,0.015772590404902434,-0.043610898435755975
sim__lam_0__gam_0p08__rep_003__20260531_151252_181321,3,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-6.055340415139128,1.7916284607895605,0.556565364081982,-0.9773709514754247,-1.5620299382425848,-1.1512677821008515,0.0502334211567275,-0.6757540329448938,-0.1276493829260556,-0.4216808917151068
sim__lam_0__gam_0p08__rep_004__20260531_151304_290305,4,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-8.728845580607654,-1.4265246894182353,0.9680457763383705,-0.2813303621533817,0.33961075246876365,-0.8638600882576316,-0.6668253655335964,-0.4214177375941923,0.6983001323217102,-0.20921943372833082
sim__lam_0__gam_0p08__rep_005__20260531_151315_832128,5,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-8.08113816137075,-0.9044569191633381,1.1641925592367164,0.7502430660764661,0.009938206936492212,-1.0148248811401288,0.3077642191488857,0.265731896328049,0.15801459043712393,-0.32514506749231376
sim__lam_0__gam_0p08__rep_006__20260531_151327_734806,6,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-6.587881679604388,-0.33040602723425955,0.9534970152843963,0.3111863145244905,0.3109790194936199,-1.0268147841628397,-0.2798377783109246,0.23003771697555753,-0.023486030995408573,0.5846339545450189
sim__lam_0__gam_0p08__rep_007__20260531_151339_927903,7,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-9.322221667017063,-2.942123296898795,-0.818492511190132,0.9487971351021871,0.34647273896598735,2.9254122526455713,0.4503254819030005,0.8164993441950624,0.1851400529427798,-0.0921844734306343
sim__lam_0__gam_0p08__rep_008__20260531_151353_845845,8,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-6.892729391885162,0.7455857451705356,0.40506565173974646,-0.7876893885859735,-0.15346769367171062,-0.5554403235904469,0.12291326226012995,-0.08667033223821695,-0.24987029484386677,-0.059919845482848205
sim__lam_0__gam_0p08__rep_009__20260531_151407_323285,9,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-8.24330033739361,-0.4537167183166994,-1.1311932024520828,1.4003446096274665,0.40724323594287704,-0.7860272804436229,0.33223191550198117,-0.12880743627859115,-0.2780913395725956,0.20413458056629824
sim__lam_0__gam_0p08__rep_010__20260531_151418_925213,10,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-8.724173832701144,-2.8151396788558203,-1.3203894458369032,-0.9823343740824934,1.0343003451740496,0.2649012241328236,-1.108993842240387,0.015550937771360964,0.3307728804213744,0.25438396631994
sim__lam_0__gam_0p08__rep_011__20260531_151431_673545,11,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-9.270868972489994,-3.869968133346377,-0.3424203342465219,0.7998962201888783,0.6242210389865045,-0.4740585069075073,-0.3166776516529007,-0.43520584563492165,0.5173688944313125,0.855810575449039
sim__lam_0__gam_0p08__rep_012__20260531_151444_761881,12,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-8.079120898956255,-1.2198778824287464,-0.5345094175440858,0.15403977432999283,-0.06164608666342982,-1.2632761369956926,0.3542372038180068,-0.25499767583786553,0.06709132000683833,0.28116145004726223
sim__lam_0__gam_0p08__rep_013__20260531_151456_168776,13,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-8.620352124832081,-0.7575132422090962,0.21796779829504,0.15729032795674402,0.9079086453350895,0.39522180476519664,-0.6321284760577477,0.03188297897781841,0.5888476236942867,-0.39825432420755313
sim__lam_0__gam_0p08__rep_014__20260531_151507_836828,14,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-8.463522931065677,-1.4609322406392233,0.49757751304834746,0.548624697047713,0.5632804473002356,0.9404985296075398,0.5454420966712005,0.6349581735038966,-0.37145808782619477,0.21786299177941162
sim__lam_0__gam_0p08__rep_015__20260531_151520_191782,15,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-7.839956666823045,0.7043256293424017,-0.47032458875206123,-0.7241833822103712,-1.4645559218360877,0.04077484189554569,0.6315353192824726,0.6193166400373062,-0.38976373507455925,-1.099600122955282
sim__lam_0__gam_0p08__rep_016__20260531_151533_343928,16,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-10.105521958280034,-2.70229570646075,-0.22289174581768964,-0.9521520782377046,1.4636261122650853,0.5718513669528944,-1.3519380058704897,0.16054942592162938,0.24802472771923378,-1.3214442903401422
sim__lam_0__gam_0p08__rep_017__20260531_151544_776165,17,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-8.527072699844096,-0.9422682257882505,0.9233545013457417,-0.06554464685924075,0.597803005724949,0.5571860662316502,0.32996561957471937,0.27376295316189103,0.11027224254374512,-0.18415380060267703
sim__lam_0__gam_0p08__rep_018__20260531_151556_334086,18,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-8.648589811751043,-1.1540551433031783,-0.13993539844857153,-0.5015389170542798,0.8735558260978449,0.6221795703725145,0.0420374342072727,-0.39391148824326677,-0.25328136848427774,0.44038672672095047
sim__lam_0__gam_0p08__rep_019__20260531_151608_526710,19,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-6.981039818242552,1.1733431123655234,-0.4994827122890041,-1.3882198444580551,0.41363386552964626,-0.13357911751898832,0.28444759609130554,-0.7681140139495309,0.06927620618846979,-0.29837273302613543
sim__lam_0__gam_0p08__rep_020__20260531_151620_259124,20,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-6.625016802299404,1.373056930657239,1.3199652827561892,-0.5740165260975636,-0.05886492319399026,0.49760146100744235,1.167811679994182,0.18933177476859384,-0.34119859702748784,-0.21519298470276746
sim__lam_0__gam_0p08__rep_021__20260531_151632_293469,21,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-8.414553696346761,-1.5511522389927146,0.49308482468487447,-0.20625189509680464,1.81909484150329,0.030678789763282466,0.11076517249389438,-0.30561231662890337,-0.3874940977372655,0.7466875602708797
sim__lam_0__gam_0p08__rep_022__20260531_151645_041367,22,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-8.386934563941328,-0.10382694894639881,-0.47716866605484903,0.38947110613465286,-0.7145323946250652,0.7584352605438657,0.07430697774245316,-0.14578168660501545,0.4516541161317228,-0.5100113398266332
sim__lam_0__gam_0p08__rep_023__20260531_151656_729203,23,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-7.978114139498729,-0.0573276451640255,-0.9678034135684563,0.31795554932540154,-0.32334617543744465,0.2551818560234111,0.44425014172858557,0.2107413897533368,-0.22785424172306964,-0.20635991709809512
sim__lam_0__gam_0p08__rep_024__20260531_151708_879373,24,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-7.0878137773685825,2.0897497930883895,0.1790477928588659,0.15365606034083867,-0.3012366602670541,-0.34803845440092945,-0.46295977311043585,0.3713241013387845,0.07408083091242061,-0.34214003643425334
sim__lam_0__gam_0p08__rep_025__20260531_151721_618459,25,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-7.4625014098515505,-0.0808677281132216,0.2104157959549608,-1.3692582764042687,-0.2401262552399733,-0.3591539032275892,-0.48346319226495904,-0.22007956316431004,-0.014743213688405825,-0.19998613245879196
sim__lam_0__gam_0p08__rep_026__20260531_151733_988523,26,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-8.175025365915257,-1.3053978955641337,-0.9522075458601575,0.4639399759292464,-0.6384062963307097,-0.1394081892502997,0.3237640376548825,0.43454521246394334,-0.3583575883005767,0.42904869430701614
sim__lam_0__gam_0p08__rep_027__20260531_151747_372039,27,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-6.892729391885164,0.7455857451705353,0.40506565173974624,-0.7876893885859735,-0.15346769367171054,-0.555440323590447,0.1229132622601298,-0.0866703322382168,-0.24987029484386716,-0.05991984548284822
sim__lam_0__gam_0p08__rep_028__20260531_151800_250315,28,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-8.484139993259586,-0.8413267597248199,-0.5996840512022773,0.5930208525997079,0.29030314153091535,0.027872544214064852,0.3898065132340337,1.1622586786776894,-0.8715529988801761,0.39453645507672097
sim__lam_0__gam_0p08__rep_029__20260531_151811_962071,29,hexagonal_2000_1.dat,"lambda=0, gamma=0.08",0.0,0.08,-7.47970547626257,-0.10583725222472817,0.41865829440321123,-0.5509737677471591,-1.1494469495768884,-1.436289551032885,0.3982668953882767,0.33407461415281575,-0.08239690468038409,0.12052212478439685
