mae_lambda,mae_gamma,rmse_lambda,rmse_gamma,r2_lambda,r2_gamma,rmse_rango_lambda,rmse_rango_gamma,nll_media,mean_mahalanobis_d2,coverage_50,coverage_68,coverage_90,coverage_95,mean_ellipse_area_50,mean_ellipse_area_68,mean_ellipse_area_90,mean_ellipse_area_95
0.027958002641519885,0.005296457687480973,0.03892720680494662,0.007162151353767592,0.7493055355013094,0.9424146633374173,0.12975735086039486,0.065110466102716,-8.209739460842371,1.7132064185674774,0.5696577243293247,0.7452358926919519,0.9309898242368178,0.9642923219241443,0.00013930778374594103,0.00022900196259456393,0.0004627704406621346,0.0006020782244080753
